log_number,X_uuid,date_assessment,enumerator_num,question.name,issue,issue.arabic,action,changed,old.value,new.value,flag_index,contact_name,contact_number
152,54f78b0a-7d03-46d9-ae7f-cceb0f66bda7,23/11/2021 00:00,1114,health_exp,Outlier,,,yes,2000,NA,24,,
153,73185ec5-c068-4137-849c-fcff3d4c6c6f,24/11/2021 00:00,1112,food_exp,Outlier,,,yes,1200,NA,24,,
154,4e13c413-250b-4a5a-9833-4e375c869584,25/11/2021 00:00,1117,food_exp,Outlier,,,yes,1200,NA,24,,
155,587d45b5-935c-4dfc-a989-811eb0882b50,28/11/2021 00:00,1118,food_exp,Outlier,,,yes,1200,NA,24,,
156,bf50364c-8586-4f50-94e8-b21a5b65652a,28/11/2021 00:00,1114,health_exp,Outlier,,,yes,6,NA,24,,
157,a37deca6-c3a8-4f5a-a976-3ec0fb70a513,22/11/2021 00:00,1115,total_exp,Outlier,,,yes,110,NA,24,,
158,3a731280-962a-43b9-af3a-2cf9e802ec3a,23/11/2021 00:00,1112,total_exp,Outlier,,,yes,120,NA,24,,
159,8e3c01e5-e258-467c-aa5c-255684ee661d,23/11/2021 00:00,1115,total_exp,Outlier,,,yes,47,NA,24,,
160,f5eb340a-1f1c-4383-b620-0195f7e1e0cb,24/11/2021 00:00,1113,total_exp,Outlier,,,yes,50,NA,24,,
161,1b84d092-13c8-468d-b50e-d0de15574a82,25/11/2021 00:00,1112,total_exp,Outlier,,,yes,90,NA,24,,
162,db41736b-2e09-42d1-9fb7-074b0a627b98,21/11/2021 00:00,1112,total_exp,Outlier,,,yes,120,NA,24,,
163,ab387af1-529b-479d-bde2-9185c0098520,22/11/2021 00:00,1114,total_exp,Outlier,,,yes,7197,NA,24,,
164,4d2aabe7-f68f-4424-8daa-fec225254993,22/11/2021 00:00,1113,total_exp,Outlier,,,yes,320,NA,24,,
165,2d42ca4e-c47a-42f9-b644-6070c20f5eb5,24/11/2021 00:00,1113,total_exp,Outlier,,,yes,320,NA,24,,
166,d6a75c01-e6f9-4ff1-b010-f1622c685363,24/11/2021 00:00,1113,total_exp,Outlier,,,yes,320,NA,24,,
167,8f014c75-ad0d-4d20-ba0b-1a057e6947e7,25/11/2021 00:00,1115,total_exp,Outlier,,,yes,130,NA,24,,
168,6dd61b08-6089-4b17-822d-fc03b2ba17a5,,,shelter_type,Harmonization,,,yes,other,apartment,25,,
169,34cb9125-dbd1-41a1-8d2a-8156e3f317ef,,,shelter_type,Harmonization,,,yes,other,apartment,25,,
170,6b74c55c-e798-4698-9547-bfd8a70e318b,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
171,7d7527df-9ed7-463e-8ba4-abd8fd596000,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
172,450449a4-865c-417f-850b-89565ac24a37,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
173,1d8dd496-0384-44d4-9fe8-246b3725c236,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
174,a6ae9cf1-f046-4d64-ac0a-eb92dcf8dcbe,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
175,32c63487-aed4-4f9b-a286-06da48e908b2,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
176,7e7ca883-4d34-4c32-8ff0-45606cbade0d,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
177,cb6ed2b5-358f-4d40-9b12-716a453beafe,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
178,f89cef74-eb5b-4098-aead-0cd72633f0e7,,,occupancy_arrangement,Harmonization,,,yes,other,hosted_without_rent,25,,
179,5f7777e4-6c08-41d6-8195-c4c591ca1c22,,,fear_eviction_why.lack_funds,Harmonization,,,yes,0,1,25,,
180,0ba131d1-d3e3-4e98-a150-599ed9677e9e,,,fear_eviction_why.lack_funds,Harmonization,,,yes,0,1,25,,
181,5f7777e4-6c08-41d6-8195-c4c591ca1c22,,,fear_eviction_why.other,Harmonization,,,yes,1,0,25,,
182,0ba131d1-d3e3-4e98-a150-599ed9677e9e,,,fear_eviction_why.other,Harmonization,,,yes,1,0,25,,
183,8e86187c-a538-4fbe-932b-0c238bd283e2,,,receive_other_assistance_which,Harmonization,,,yes,other,cva_unrwa,25,,
184,0e922247-6b35-478f-8f26-6ae035668dd9,,,cash_barriers.insufficient_money,Harmonization,,,yes,0,1,25,,
185,0e922247-6b35-478f-8f26-6ae035668dd9,,,cash_barriers.other,Harmonization,,,yes,1,0,25,,
186,0e922247-6b35-478f-8f26-6ae035668dd9,,,food_barriers.insufficient_money,Harmonization,,,yes,0,1,25,,
187,0e922247-6b35-478f-8f26-6ae035668dd9,,,food_barriers.other,Harmonization,,,yes,1,0,25,,
188,4d7a7324-7a54-46e9-b150-cdb885640edf,,,debt_barriers.insufficient_money,Harmonization,,,yes,0,1,25,,
189,4d7a7324-7a54-46e9-b150-cdb885640edf,,,debt_barriers.other,Harmonization,,,yes,1,0,25,,
190,f5eb340a-1f1c-4383-b620-0195f7e1e0cb,,,escalation_priorities.hygiene,Harmonization,,,yes,0,1,25,,
191,527e36c7-c90e-44c2-b6d2-d74f1bc4cf45,,,escalation_priorities.health,Harmonization,,,yes,0,1,25,,
192,a16746e1-fa7d-4355-ac7e-b675d6d4996a,,,escalation_priorities.health,Harmonization,,,yes,0,1,25,,
193,1cb52848-b8ff-4494-8aa4-3a89a3320e81,,,escalation_priorities.health,Harmonization,,,yes,0,1,25,,
194,02dd2666-e3e5-41a9-a441-a50cae71f4ee,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
195,b0b41e61-766e-4fb8-9905-36bceb9b9681,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
196,21a3d1a4-0d8a-4b67-87b8-5196a25f738f,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
197,7e9a2f4b-352d-4110-ad0e-b9662ef60401,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
198,4b0d1cb5-c124-4699-9c0c-df1e09955647,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
199,6dd61b08-6089-4b17-822d-fc03b2ba17a5,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
200,36a9c926-5415-4e6b-b491-05b9a34a315a,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
201,0b02d390-bcaf-4de7-b4b9-16f09e56612d,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
202,8e86187c-a538-4fbe-932b-0c238bd283e2,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
203,093f2ffe-fc4a-4c3a-9efa-d642c68869f0,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
204,727340bc-9817-4ec9-a7bc-a1f6e13ba5e9,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
205,0edacb07-de26-4fa1-bee7-dc0899f45f2f,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
206,c51fdde6-425e-4569-a671-5a574f14617d,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
207,cb88a6c4-5adc-427c-9147-fc06281ee2e5,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
208,ce6e6363-4a77-491c-8e33-735435710e93,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
209,726d4551-c15d-4bf8-90a3-e3c353b5c5f6,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
210,f9d38a83-00b6-4e4f-88ef-6929a528632c,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
211,c2c1f5d5-e0e5-4a57-9a0a-c86d3def2768,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
212,156392db-a747-4052-9098-9f7dcd53ba24,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
213,721e2205-c370-475d-8dd4-5e2cfdc57ff0,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
214,ccf49871-5359-452c-9f07-d454a6f16f6b,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
215,4b0770a0-d084-4545-861b-cd71e599f0d7,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
216,0767ac5e-b659-4579-969a-359c8a51c658,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
217,813aadeb-9850-483a-bb09-f1bc4079396f,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
218,c790146a-a889-4733-89e9-0e33e3dc5bde,,,escalation_priorities.hh_items,Harmonization,,,yes,0,1,25,,
219,02dd2666-e3e5-41a9-a441-a50cae71f4ee,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
220,b0b41e61-766e-4fb8-9905-36bceb9b9681,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
221,21a3d1a4-0d8a-4b67-87b8-5196a25f738f,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
222,7e9a2f4b-352d-4110-ad0e-b9662ef60401,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
223,4b0d1cb5-c124-4699-9c0c-df1e09955647,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
224,527e36c7-c90e-44c2-b6d2-d74f1bc4cf45,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
225,6dd61b08-6089-4b17-822d-fc03b2ba17a5,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
226,36a9c926-5415-4e6b-b491-05b9a34a315a,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
227,0b02d390-bcaf-4de7-b4b9-16f09e56612d,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
228,a16746e1-fa7d-4355-ac7e-b675d6d4996a,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
229,8e86187c-a538-4fbe-932b-0c238bd283e2,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
230,093f2ffe-fc4a-4c3a-9efa-d642c68869f0,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
231,727340bc-9817-4ec9-a7bc-a1f6e13ba5e9,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
232,0edacb07-de26-4fa1-bee7-dc0899f45f2f,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
233,c51fdde6-425e-4569-a671-5a574f14617d,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
234,cb88a6c4-5adc-427c-9147-fc06281ee2e5,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
235,ce6e6363-4a77-491c-8e33-735435710e93,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
236,726d4551-c15d-4bf8-90a3-e3c353b5c5f6,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
237,f9d38a83-00b6-4e4f-88ef-6929a528632c,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
238,c2c1f5d5-e0e5-4a57-9a0a-c86d3def2768,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
239,f5eb340a-1f1c-4383-b620-0195f7e1e0cb,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
240,156392db-a747-4052-9098-9f7dcd53ba24,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
241,721e2205-c370-475d-8dd4-5e2cfdc57ff0,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
242,ccf49871-5359-452c-9f07-d454a6f16f6b,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
243,4b0770a0-d084-4545-861b-cd71e599f0d7,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
244,0767ac5e-b659-4579-969a-359c8a51c658,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
245,813aadeb-9850-483a-bb09-f1bc4079396f,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
246,c790146a-a889-4733-89e9-0e33e3dc5bde,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
247,1cb52848-b8ff-4494-8aa4-3a89a3320e81,,,escalation_priorities.other,Harmonization,,,yes,1,0,25,,
248,8e3c01e5-e258-467c-aa5c-255684ee661d,,,mpca_no_help_escalation_priorities.value_distributed_insufficient,Harmonization,,,yes,0,1,25,,
249,8e3c01e5-e258-467c-aa5c-255684ee661d,,,mpca_no_help_escalation_priorities.other,Harmonization,,,yes,1,0,25,,
250,3017e93a-e743-4951-898a-e235fd7f76a3,,,type_of_shock.repair_hh_items,Harmonization,,,yes,0,1,25,,
251,8879e05c-1518-4b47-a52e-fd7d4131c52f,,,type_of_shock.shelter_expense,Harmonization,,,yes,0,1,25,,
252,8879e05c-1518-4b47-a52e-fd7d4131c52f,,,type_of_shock.other,Harmonization,,,yes,1,0,25,,
253,3017e93a-e743-4951-898a-e235fd7f76a3,,,type_of_shock.other,Harmonization,,,yes,1,0,25,,
254,b0b41e61-766e-4fb8-9905-36bceb9b9681,,,income_sources,Harmonization,,,yes,other,unrwa,25,,
255,450449a4-865c-417f-850b-89565ac24a37,,,income_sources,Harmonization,,,yes,other,ngo,25,,
256,b9a00517-ea24-44cc-bc6c-ce1b9c714e90,,,income_sources,Harmonization,,,yes,other,ngo,25,,
257,023c109b-9468-4d96-905c-7e9818bfaff2,,,income_sources,Harmonization,,,yes,other,ngo,25,,
258,1bd5dce1-2fb1-4865-b1b9-7842f95253c5,,,income_sources,Harmonization,,,yes,other,ngo,25,,
259,146d2e7e-b1f6-45b1-bb08-843e1fb5a40c,,,income_sources,Harmonization,,,yes,other,ngo,25,,
260,a087e29c-cd44-4206-898b-1233a26c01c6,,,income_sources,Harmonization,,,yes,other,ngo,25,,
261,3795860a-ac37-4749-a6a8-346b38f15b3c,,,income_sources,Harmonization,,,yes,other,ngo,25,,
262,2d42ca4e-c47a-42f9-b644-6070c20f5eb5,,,income_sources,Harmonization,,,yes,other,ngo,25,,
263,a81e6a50-3158-429b-aca0-7f3c0c7cf173,,,income_sources,Harmonization,,,yes,other,ngo,25,,
264,d6a75c01-e6f9-4ff1-b010-f1622c685363,,,income_sources,Harmonization,,,yes,other,ngo,25,,
265,f5eb340a-1f1c-4383-b620-0195f7e1e0cb,,,income_sources,Harmonization,,,yes,other,ngo,25,,
266,cc28f094-197d-4b8e-93b7-7e39d43cb5a9,,,income_sources,Harmonization,,,yes,other,ngo,25,,
267,449ea320-9fd2-4414-b0bf-9c179094d5d5,,,income_sources,Harmonization,,,yes,other,ngo,25,,
268,00d3a681-6d54-4d83-b513-21ad15e55d7c,,,income_sources,Harmonization,,,yes,other,ngo,25,,
269,ceaccbc7-2b1c-470e-b37d-dff643ac77c7,,,income_sources,Harmonization,,,yes,other,ngo,25,,
270,409fd48a-b992-4c9d-8e1c-2383ac6cd6c5,,,income_sources,Harmonization,,,yes,other,ngo,25,,
271,84cbb3de-b03e-4039-a6a1-2639aaf7dc7b,,,income_sources,Harmonization,,,yes,other,ngo,25,,
272,e54e7b9f-d985-4ee9-a426-4132e1295c36,,,income_sources,Harmonization,,,yes,other,ngo,25,,
273,9e5d4a6c-7b78-4b8b-879d-dae87e1d34f7,,,income_sources,Harmonization,,,yes,other,ngo,25,,
274,e0faabfc-66f3-47b5-81d3-9296aed0a119,,,income_sources,Harmonization,,,yes,other,ngo,25,,
275,cf0013a1-a0dc-4e33-8b6b-f84596664e5d,,,income_sources,Harmonization,,,yes,other,ngo,25,,
276,29f58812-316f-4777-aec0-5808cc2674c3,,,income_sources,Harmonization,,,yes,other,ngo,25,,
277,76785c88-4342-458f-821b-7b9e2bdcf346,,,income_sources,Harmonization,,,yes,other,ngo,25,,
278,735ed377-9bab-4b4f-9136-6e68517af0a5,,,income_sources,Harmonization,,,yes,other,ngo,25,,
279,aa3dece8-9565-4649-9619-6abc6788ec15,,,income_sources,Harmonization,,,yes,other,ngo,25,,
280,b47fac76-ce59-4547-972e-435881b8253a,,,income_sources,Harmonization,,,yes,other,ngo,25,,
281,bf3826ff-95d7-43ce-80ae-229056ac13c3,,,income_sources,Harmonization,,,yes,other,ngo,25,,
282,02dd2666-e3e5-41a9-a441-a50cae71f4ee,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
283,fecd86c7-90ec-40d6-83c8-d8f7f7b7745b,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
284,7fad467e-9f4f-4c96-80c4-9057f7016701,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
285,450449a4-865c-417f-850b-89565ac24a37,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
286,b306fac3-8702-4356-9d5d-dfa39a904a0a,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
287,ff3897e0-e08c-44c7-8e6c-6a6b301b3705,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
288,3eb2d616-a1b8-4f44-bace-f2b7d956a2b0,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
289,e7280f7d-59e9-4d46-9ee6-d1da781b0d30,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
290,16eab90d-860f-4db2-8287-9c99b12bf7fd,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
291,f43b1299-d3bd-4aa0-b501-cf26241d24ad,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
292,d3354d30-4249-4432-ac54-a9094208870f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
293,4ad4bef9-c066-4e56-9401-8e810ca065e4,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
294,527e36c7-c90e-44c2-b6d2-d74f1bc4cf45,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
295,e5c6d7ae-7adc-4375-a4fe-cb7bc00e5b0f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
296,6dd61b08-6089-4b17-822d-fc03b2ba17a5,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
297,7b5ffa0b-32c2-4311-9734-ed287d8703a6,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
298,001a4286-9f57-4fff-ab7e-5ddfced510ae,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
299,1579cc40-ed79-414b-9aeb-7b9670daa16f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
300,03ff975d-f656-4cea-af58-50c222e2f353,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
301,4bfa1931-269f-4686-8893-1ee8b1795ebc,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
302,9b6324e6-443a-4e95-9a3b-b9849c66ef68,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
303,32c63487-aed4-4f9b-a286-06da48e908b2,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
304,36a9c926-5415-4e6b-b491-05b9a34a315a,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
305,e1d3d309-814b-4c7d-97eb-24322201d4a3,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
306,c644561a-7eb1-4b83-adb2-23fb9f521909,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
307,cdbb4e0e-b65e-4c5c-9af9-ac9788907768,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
308,b283659b-caaa-4658-bd39-c0d0a5da5f6d,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
309,5306b9f7-f083-464e-9884-652ede87c047,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
310,18b432de-6f92-4083-b672-f10abcc1aa4e,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
311,12a68925-0766-4b6e-be5d-1f259a823470,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
312,f8f21f51-3c61-41f6-ae14-45bf75f48622,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
313,8761c4b9-56af-4466-a9be-1009763b67b9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
314,01054cc8-47d2-4f8b-8c16-d94012b48271,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
315,f016925f-bc60-46bb-9058-46bbcc0c0a45,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
316,7ed17cdf-6470-4824-bad2-ed17cfcfbd16,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
317,f89cef74-eb5b-4098-aead-0cd72633f0e7,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
318,c882f748-085e-4f96-96e2-562aaf947981,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
319,598dbf76-bc9f-4f4c-99c8-6f71ed026d75,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
320,73d90232-e28f-4271-856e-d79cf63da437,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
321,e96c8346-665a-4cd8-8af1-1e5764148425,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
322,04935b47-e2f9-44d1-8326-caaeeb8b9b3c,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
323,386b301c-cc2b-4f70-a9d9-db150e1d56ce,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
324,a41e46c1-aaaf-4570-807e-f3bf66f73400,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
325,f8bf3361-983a-4ff9-902c-bf1b1e5e91d7,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
326,ce130d41-2127-4ce1-8f2c-5c7591917d20,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
327,c7a859c9-90c8-4668-b20b-f5b76012242c,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
328,13293d82-8c37-4a91-9d7c-b185808f5698,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
329,343af05c-7042-4aba-8b67-a8508b351db9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
330,319a0122-5fd7-410e-a066-fe7a7697c125,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
331,07b0d1f5-33d1-43a5-899d-a7380ab06d96,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
332,08e76404-9320-458f-ae1f-bb613b3ee02c,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
333,e14cc3b8-970c-4c08-8eef-323ea0e69128,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
334,d42d1fb5-977a-4629-b815-4f7fcb311147,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
335,2a7442ea-7e0b-401d-b3fc-c12951072971,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
336,e14af88d-e683-479f-b701-4982c215e139,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
337,ce8d59df-ea86-4fd7-8dfc-b500a06380db,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
338,e2466e95-b451-4ff6-aa81-b6a68ce5b66f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
339,8bc604a5-1bde-447a-8d10-a1bee35cc3fe,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
340,b89524a5-7a10-464b-ad93-6e6bb71a2c90,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
341,0e283e9e-9a9b-4209-9bfe-f478bfe2c5cb,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
342,727340bc-9817-4ec9-a7bc-a1f6e13ba5e9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
343,8e3c01e5-e258-467c-aa5c-255684ee661d,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
344,da042e33-cbaf-4798-9e66-64ac5cf84fe1,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
345,c5bf9934-79c8-4ee9-880f-d97f0bd903bf,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
346,e5dee3ff-f280-4436-aac1-f2ed2f227cc1,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
347,1c9bc5a4-74ff-476d-a761-40f203754362,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
348,ba52885d-5d67-49a2-bfba-77899908155e,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
349,faa40845-eac7-4c08-8b83-0ccafc4d819f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
350,b71309f0-ae7e-4fc8-acc6-e6b2c6794e79,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
351,146d2e7e-b1f6-45b1-bb08-843e1fb5a40c,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
352,a087e29c-cd44-4206-898b-1233a26c01c6,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
353,40905557-a291-4120-9425-44960012f245,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
354,5cfd990e-fb7d-4d27-ae66-5090d18a15b9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
355,70adc7a5-8252-420f-ae25-f90bfbb3e7c9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
356,4bab5072-d82e-43e2-a4b9-fbf501dcc707,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
357,5aa51571-2b64-4492-a90f-4cf875a05999,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
358,83e49f02-8a88-46c2-9946-ba7ff1eacc94,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
359,799b4950-63db-4b77-be60-ab11b860eb19,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
360,ce6e6363-4a77-491c-8e33-735435710e93,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
361,fe03fef8-a806-4d9a-862e-ee0f16a1eb07,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
362,58cd17d8-b59d-4da8-bb3c-489b10dc494f,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
363,a478622e-940b-44b1-96fe-28d991f9a349,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
364,f5eb340a-1f1c-4383-b620-0195f7e1e0cb,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
365,e0d5e291-2639-469e-96af-8351e52a032e,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
366,b0214cf1-f19f-4d79-9fd6-6c3613439905,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
367,156392db-a747-4052-9098-9f7dcd53ba24,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
368,748316e9-cfaf-42af-8e24-6a5e46193040,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
369,27c50363-c606-4b24-8b7a-207f05f247b9,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
370,8b7c1f62-8935-4170-9132-32ad09c807d6,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
371,a8e05748-5598-4761-8546-6d17b690d48c,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
372,2344000c-53f2-45e8-8f9f-503ca294a5b0,,,debt_purpose.basic_hh_services,Harmonization,,,yes,0,1,25,,
